CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,MUSCLE,BUCCAL_CAVITY,BODY_CAVITY,MONO.GYRO.PECTORALFIN,TREM.FIM.PECTORALFIN,COPE.LERN.PELVICFIN,MONO.GYRO.PELVICFIN,COPE.IMLER.ANALFIN,COPE.LERN.ANALFIN,MONO.GYRO.ANALFIN,TREM.FIM.CAUDALFIN,TREM.META.UNK.CAUDALFIN,MONO.GYRO.CAUDALFIN,CYST.UNK.CAUDALFIN,MONO.GYRO.DORSALFIN,GONAD,TREM.DIPLO.LIVER,TREM.D.LIVER,TREM.GOLD.LIVER,KIDNEY,TREM.DIPLO.EYE,TREM.EM.EYE,HEART,STOMACH,TREM.D.CONN,TREM.DIPLO.CONN,TREM.L.CONN,TREM.B.CONN,TREM.GOLD.CONN,TREM.UNK.CONN,NEM.CL.INT,NEMA.UNK.INT,MYXO.SUSP.GILL,CYST.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.GILL,MONO.UNK.GILL,MYXO.B.GILL,META.UNK.GILL,GALL_BLADDER,MONO.GYRO.FLUSH,TREM.DLUM.FLUSH,TREM.META.UNK.FLUSH,TREM.B.FLUSH,TREM.D.FLUSH,TREM.DIPLO.FLUSH,TREM.UNK.FLUSH,TREM.L.FLUSH,TREM.RIDGE.FLUSH,COPE.LERN.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Box Number,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Box Number,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Label:fishID,P3_label:Parasites_Code,P3 Box Number,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4_Label:fishID,P4_label:Parasites_Code,P4 Box_number,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5_Label:fishID,P5_label:Parasites_Code,P5 Box Number,P5 Notes
MSB:Fish:68463,MSB 68463-1,Hybognathus amarus,1984,8,15,JAR8864F,BP,07-02-2025,07-02-2025,37,30,505,GC,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68463,MSB 68463-5,Hybognathus amarus,1984,8,15,JAR8860F,BP,07-02-2025,07-02-2025,35,27,398,GC,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5263,MSB 5263-4,Hybognathus amarus,1986,8,12,JAR8857F,BP,07-02-2025,07-02-2025,35,27,407,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5263,MSB 5263-2,Hybognathus amarus,1986,8,12,JAR8861F,BP,07-02-2025,07-02-2025,36,29,462,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19389,MSB 19389-4,Hybognathus amarus,1994,5,27,JAR8858F,EO,07-02-2025,07-02-2025,48,38,1096,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68463,MSB 68463-2,Hybognathus amarus,1984,8,15,JAR8866F,BP,07-02-2025,07-02-2025,48,37,950,CW,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19389,MSB 19389-3,Hybognathus amarus,1994,5,27,JAR8876F,JG,07-02-2025,07-02-2025,55,46,2190,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,MSB 19389-3,Hybognathus amarus,JAR8876F,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6L2X,MSB 19389-3,TREM.RIDGE.FLUSH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:20390,MSB 20390-2,Hybognathus amarus,1994,8,11,JAR8881F,JG,07-02-2025,07-02-2025,40,36,923,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 20390-2,Hybognathus amarus,JAR8881F,Diplostomatidae,3,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L6I,MSB 20390-2,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1149,MSB 1149-2,Hybognathus amarus,1939,2,26,JAR8873F,JG,07-02-2025,07-02-2025,64,52,2298,GC,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,8,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,,MSB 1149-2,Hybognathus amarus,JAR8873F,Dactylogyrus,8,GC,GC,Adult,Gill,70% etoh,P6L6M,MSB 1149-2,MONO.DACT.GILL,4,,Diplostomatidae,66,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L6L,MSB 1149-2,TREM.DIPLO.CONN,4,,Digenea,2,GC,GC,Metacercariae,Flush,70% etoh,P6L6K,MSB 1149-2,TREM.D.FLUSH,4,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19688,MSB 19688-5,Hybognathus amarus,1994,10,10,JAR8869F,BP,07-02-2025,07-02-2025,48,38,993,KL,NA,NA,CYST.UNK.CAUDALFIN was not removed because it would have damaged the Caudal Fin and the display side.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CYST.UNK.CAUDALFIN was not removed because it would have damaged the Caudal Fin and the display side.,MSB 19688-5,Hybognathus amarus,JAR8869F,Digenea,1,kl,kl,Metacercariae,Connective tissue,70% etoh,P6L2Y,MSB 19688-5,TREM.B.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1149,MSB 1149-3,Hybognathus amarus,1939,2,26,JAR8875F,EO,07-02-2025,07-02-2025,61,47,1795,EO KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,11,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1149-3,Hybognathus amarus,JAR8875F,Dactylogyrus,13,EO,EO,Adult,GILL,70% etoh,P6L6N,MSB 1149-3,MONO.DACT.GILL,4,,Digenea,2,eo,eo,Metacercariae,Connective tissue,70% etoh,P6L6J,MSB 1149-3,TREM.UNK.CONN,4,Broken so couldn't identify,Diplostomatidae,26,kl,kl,Metacercariae,Connective tissues,70% etoh,P6L2Z,MSB 1149-3,TREM.DIPLO.CONN,4,,Digenea,11,kl,kl,metacercariae,Connective Tisseus,70% Etoh,P6L30,MSB 1149-3,TREM.B.CONN,4,,Diplostomatidae,1,kl,kl,Metacercariae,Liver,70% Etoh,P6L31,MSB 1149-3,TREM.DIPLO.LIVER,4,
MSB:Fish:19688,MSB 19688-2,Hybognathus amarus,1994,10,10,JAR8863F,BP,07-02-2025,07-02-2025,57,44,1805,JG CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3966,MSB 3966-2,Hybognathus amarus,1977,9,28,JAR8892F,JG,07-02-2025,07-02-2025,38,30,477,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 3966-2,Hybognathus amarus,JAR8892F,Diplostomatidae,3,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6L28,MSB 3966-2,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:20390,MSB 20390-3,Hybognathus amarus,1994,8,11,JAR8880F,JG,07-02-2025,07-02-2025,41,33,528,EO,NA,NA,Moldy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3966,MSB 3966-3,Hybognathus amarus,1977,9,28,JAR8894F,JG,07-02-2025,07-02-2025,50,39,1164,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 3966-3,Hybognathus amarus,JAR8894F,Diplostomatidae,14,gc,gc,Metacercariae,Connective Tissue,70% etoh,P6L6H,MSB 3966-3,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:20390,MSB 20390-4,Hybognathus amarus,1994,8,11,JAR8882F,JG,07-02-2025,07-02-2025,49,38,968,BP,NA,NA,Moldy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 20390-4,Hybognathus amarus,JAR8882F,Diplostomatidae,1,BP,BP,Metacercariae,Connective Tissue,70% etoh,P6L33,MSB 20390-4,TREM.DIPLO.CONN,4,,Digenea,1,bp,bp,Metacercariae,Flush,70% etoh,P6L32,MSB 20390-4,TREM.D.FLUSH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3966,MSB 3966-4,Hybognathus amarus,1977,9,28,JAR8885F,JG,07-02-2025,07-03-2025,57,47,2076,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,One TREM.DIPLO destroyed,MSB 3966-4,Hybognathus amarus,JAR8885F,Diplostomatidae,8,GC,GC,Metacercariae,Flush,70% etoh,P6L6G,MSB 3966-4,TREM.DIPLO.FLUSH,4,One destroyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3966,MSB 3966-5,Hybognathus amarus,1977,9,28,JAR8879F,JG,07-02-2025,07-03-2025,51,41,1353,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 3966-5,Hybognathus amarus,JAR8879F,Diplostomatidae,11,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6L58,MSB 3966-5,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4487,MSB 4487-2,Hybognathus amarus,1978,9,29,JAR8893F,BP,07-03-2025,07-03-2025,49,38,1354,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3966,MSB 3966-1,Hybognathus amarus,1977,9,28,JAR8888F,JG,07-02-2025,07-03-2025,55,44,1530,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,,MSB 3966-1,Hybognathus amarus,JAR8888F,Diplostomatidae,30,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6L34,MSB 3966-1,TREM.DIPLO.CONN,4,,Diplostomatidae,1,KL,KL,Metacercariae,Liver,70% etoh,P6L35,MSB 3966-1,TREM.DIPLO.LIVER,4,,Digenea,1,KL,KL,NA,Flush,70% etoh,P6L36,MSB 3966-1,TREM.D.FLUSH,4,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68513,MSB 68513-4,Hybognathus amarus,1984,8,16,JAR8896F,EO,07-03-2025,07-03-2025,41,32,638,CW,NA,NA,50% ISOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4487,MSB 4487-3,Hybognathus amarus,1978,9,29,JAR8889F,EO,07-03-2025,07-03-2025,46,35,1166,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4487,MSB 4487-1,Hybognathus amarus,1978,9,29,JAR8887F,EO,07-03-2025,07-03-2025,47,37,1143,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4487,MSB 4487-5,Hybognathus amarus,1978,9,29,JAR8890F,EO,07-03-2025,07-03-2025,38,30,543,JG GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 4487-5,Hybognathus amarus,JAR8890F,Diplostomatidae,4,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L6F,MSB 4487-5,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:20390,MSB 20390-5,Hybognathus amarus,1994,8,11,JAR8884F,JG,07-02-2025,07-03-2025,49,40,1145,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:19688,MSB 19688-3,Hybognathus amarus,1994,10,10,JAR8865F,BP,07-02-2025,07-03-2025,56,45,2032,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4487,MSB 4487-4,Hybognathus amarus,1978,9,29,JAR8891F,BP,07-03-2025,07-03-2025,36,27,481,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 4487-4,Hybognathus amarus,JAR8891F,Diplostomatidae,32,GC,GC,Metacercariae,Connective Tissue,70% etoh,P6L6E,MSB 4487-4,TREM.DIPLO.CONN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68513,MSB 68513-3,Hybognathus amarus,1984,8,16,JAR8899F,BP,07-03-2025,07-03-2025,37,27,397,CW,NA,NA,50% ISOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68513,MSB 68513-2,Hybognathus amarus,1984,8,16,JAR8897F,EO,07-03-2025,07-03-2025,47,36,941,KL,NA,NA,50% ISOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68513,MSB 68513-1,Hybognathus amarus,1984,8,16,JAR8895F,BP,07-03-2025,07-03-2025,44,34,769,GC,NA,NA,50% ISOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68513,MSB 68513-5,Hybognathus amarus,1984,8,16,JAR8901F,EO,07-03-2025,07-03-2025,40,31,606,BP,NA,NA,50% ISOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 68513-5,Hybognathus amarus,JAR8901F,Diplostomatidae,1,BP,BP,Metacercariae,Connective Tissue,70% etoh,P6L4S,MSB 68513-5,TREM.DIPLO.CONN,5,,Digenea,1,BP,BP,Metacercariae,Connective Tissue,70% etoh,P6L4R,MSB 68513-5,TREM.GOLD.CONN,5,,Digenea,1,BP,BP,Metacercariae,Flush,70% etoh,P6L3W,MSB 68513-5,TREM.D.FLUSH,5,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:20390,MSB 20390-1,Hybognathus amarus,1994,8,11,JAR8883F,JG,07-02-2025,07-03-2025,53,41,1467,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
