CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,CRUS.D.SKIN,Muscle,BUCCAL_CAVITY,BODY_CAVITY,PECTORALFIN,PELVICFIN,MONO.GYRO.ANALFIN,CYST.UNKN.CAUDALFIN,MONO.GYRO.DORSALFIN,CYST.UNK.DORSALFIN,GONAD,LIVER,KIDNEY,TREM.DIPS.EYE,HEART,STOMACH,TREM.DIPS.CONNECTIVE_TISSUE,NEM.LARV.CONNECTIVETISSUE,NEMA.L.CONNECTIVE_TISSUE,NEMA.STY.INTESTINE,NEMA.SC.INTESTINE,NEMA.UNK.INTESTINE,NEMA.LARV.INTESTINE,NEMA.MYST.INTESTINE,TREM.IZ.INTESTINE,CEST.BOTSP.INTESTINE,CEST.A.INTESTINE,MONO.SALSP.GILL,MONO.SS.GILLS,MONO.GYRO.GILL,MONO.UNK.GILL,MYXO.G.GILL,TREM.UNK.GILL,CRUS.D.GILL,PROT.CIL.GILL_PRESENCE_ABSENCE,CYST.UNK.GILL,MYXO.MXYID.GALLBLADDER(PRESENCE1_ABSENCE0),CRUS.LERSP.FLUSH,ACANTH.SPK.FLUSH,TREM.DIPS.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1 Box Number,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2 Box Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3 Box Number,P3_Label:fishID,P3_label:Parasites_Code,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4 Box_number,P4_Label:fishID,P4_label:Parasites_Code,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5 Box Number,P5_Label:fishID,P5_label:Parasites_Code,P5 Notes
MSB:Fish:4056,MSB 4056-4,Gambusia affinis,1978,5,19,JAR11317F,EO,07-14-2025,07-14-2025,34,28,483,JG,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,,MSB 4056-4,Gambusia affinis,JAR11317F,Unknown cyst,1,JG,JG,NA,Gill,70% etoh,P6KUN,7,MSB 4056-4,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-1,Gambusia affinis,1949,11,19,JAR11307F,EO,07-14-2025,07-14-2025,43,36,964,KL,NA,"Arthropod, Bivalve",,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,MSB 515-1,Gambusia affinis,JAR11307F,Monogenea,4,KL,KL,NA,Gill,70% etoh,P6KUM,7,MSB 515-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-2,Gambusia affinis,1978,5,19,JAR11322F,EO,07-14-2025,07-14-2025,36,28,566,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4056-2,Gambusia affinis,JAR11322F,Salsuginus sp.,3,KL,KL,Adult,Gill,70% etoh,P6KUO,7,MSB 4056-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-5,Gambusia affinis,1949,11,19,JAR11304F,EO,07-14-2025,07-14-2025,43,35,1190,JG,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,,MSB 515-5,Gambusia affinis,JAR11304F,Monogenea,2,JG,JG,NA,Gill,70% etoh,P6KUJ,7,MSB 515-5,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-3,Gambusia affinis,1949,11,19,JAR11290F,EO,07-14-2025,07-14-2025,39,32,785,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 515-3,Gambusia affinis,JAR11290F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KUL,7,MSB 515-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-4,Gambusia affinis,1949,11,19,JAR11287F,EO,07-14-2025,07-14-2025,37,32,1145,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MSB 515-4,Gambusia affinis,JAR11287F,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KUK,7,MSB 515-4,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-1,Gambusia affinis,1972,6,19,JAR11296F,EO,07-14-2025,07-14-2025,36,29,612,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 3421-1,Gambusia affinis,JAR11296F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KUI,7,MSB 3421-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-2,Gambusia affinis,1949,11,19,JAR11310F,EO,07-14-2025,07-14-2025,37,30,662,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-3,Gambusia affinis,1939,1,30,JAR11305F,BP,07-14-2025,07-14-2025,43,35,798,KL,NA,NA,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-2,Gambusia affinis,1972,6,19,JAR11288F,EO,07-14-2025,07-14-2025,46,37,1270,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-5,Gambusia affinis,1972,6,19,JAR11293F,EO,07-14-2025,07-14-2025,44,36,1076,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 3421-5,Gambusia affinis,JAR11293F,Salsuginus sp.,17,KL,KL,Adult,Gill,70% etoh,P6KUG,7,MSB 3421-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-3,Gambusia affinis,1990,10,28,JAR11309F,JG,07-14-2025,07-14-2025,40,32,595,KL,F,Arthropod,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-4,Gambusia affinis,1972,6,19,JAR11294F,EO,07-14-2025,07-14-2025,40,33,736,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 3421-4,Gambusia affinis,JAR11294F,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6KUE,7,MSB 3421-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-3,Gambusia affinis,1972,6,19,JAR11291F,EO,07-14-2025,07-14-2025,42,35,996,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 3421-3,Gambusia affinis,JAR11291F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KUF,7,MSB 3421-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-3,Gambusia affinis,1978,5,19,JAR11318F,EO,07-14-2025,07-14-2025,37,28,549,JG,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4056-3,Gambusia affinis,JAR11318F,Diplostomulum sp. ,3,JG,JG,Metacercariae,Eye,70% etoh,P6KUH,7,MSB 4056-3,TREM.DIPS.EYE,,Salsuginus sp.,4,JG,JG,Adult,Gill,70% etoh,P6KVM,7,MSB 4056-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4418,MSB 4418-1,Gambusia affinis,1978,8,3,JAR11292F,BP,07-14-2025,07-14-2025,43,34,1443,GC,F,Arthropod,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4418-1,Gambusia affinis,JAR11292F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KWG,7,MSB 4418-1,MONO.SALSP.GILL,Fish presenting with scoliosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4418,MSB 4418-2,Gambusia affinis,1978,8,3,JAR11289F,BP,07-14-2025,07-14-2025,38,30,662,KL,F,"Arthropod, vegetation",,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:365,MSB 365-1,Gambusia affinis,1947,9,27,JAR11529F,JG,07-15-2025,07-15-2025,39,33,608,JG,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,,MSB 365-1,Gambusia affinis,JAR11529F,Diplostomulum sp.,1,JG,JG,Metacercariae,Flush,70% etoh,P6KVH,7,MSB 365-1,TREM.DIPS.FLUSH,,Diplostomulum sp.,2,JG,JG,Metacercariae,Eye,70% etoh,P6KVI,7,MSB 365-1,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7208,MSB 7208-5,Gambusia affinis,1989,11,4,JAR11509F,BP,07-14-2025,07-15-2025,34,25,381,GC,F,Arthropod,"1980s+ only 30mm & up, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 7208-5,Gambusia affinis,JAR11509F,Bothriocephalus sp.,3,GC,GC,Larval,Intestine,70% etoh,P6KWF,7,MSB 7209-5,CEST.BOTSP.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4418,MSB 4418-4,Gambusia affinis,1978,8,3,JAR11298F,EO,07-14-2025,07-15-2025,37,30,678,KL,F,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,0,,MSB 4418-4,Gambusia affinis,JAR11298F,Uknown cyst,6,KL,KL,NA,Gill,70% etoh,P6KVL,7,MSB 4418-4,CYST.UNK.GILL,one lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4389,MSB 4389-5,Gambusia affinis,1978,9,5,JAR11513F,JG,07-15-2025,07-15-2025,38,32,654,GC,NA,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,MSB 4389-5,Gambusia affinis,JAR11513F,Diplostomulum sp.,1,GC,GC,Metacercariae,Flush,70% etoh,P6KWE,7,MSB 4389-5,TREM.DIPS.FLUSH,,Diplostomulum sp.,1,GC,GC,Metacercariae,Eye,70% etoh,P6KWD,7,MSB 4389-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:365,MSB 365-3,Gambusia affinis,1947,9,27,JAR11526F,JG,07-15-2025,07-15-2025,37,29,507,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,NA,0,0,0,,MSB:365-3,Gambusia affinis,JAR11526F,Unknown cyst,2,KL,KL,NA,Gill,70% etoh,P6KVF,7,MSB 365-3,CYST.UNK.GILL,one lost,Salsuginus sp.,4,KL,KL,Adult,Gill,70% etoh,P6KVG,7,MSB 365-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:315,MSB 315-5,Gambusia affinis,1949,6,28,JAR11544F,JG,07-15-2025,07-15-2025,35,28,417,EO,F,NA,Cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,MSB 315-5,Gambusia affinis,JAR11544F,Salsuginus sp.,1,EO,EO,Adult,Gill,70% etoh,P6L54,7,MSB 315-5,MONO.SALSP.GILL,,Unknown cyst,1,EO,EO,NA,Gill,70% etoh,P6L55,7,MSB 315-5,CYST.UNK.GILL,,Diplostomulum sp.,1,EO,EO,Metacercariae,Eye,70% etoh,P6L56,7,MSB 315-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:315,MSB 315-4,Gambusia affinis,1949,6,28,JAR11527F,BP,07-15-2025,07-15-2025,31,24,301,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 315-4,Gambusia affinis,JAR11527F,Diplostomulum sp.,5,KL,KL,Metacercariae,Eye,70% etoh,P6KVK,7,MSB 315-4,TREM.DIPS.EYE,,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KVJ,7,MSB 315-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4462,MSB 4462-5,Gambusia affinis,1978,6,14,JAR11535F,BP,07-15-2025,07-15-2025,26,20,170,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4389,MSB 4389-3,Gambusia affinis,1978,9,5,JAR11511F,JG,07-15-2025,07-15-2025,34,29,461,GC,M,Arthropod,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4418,MSB 4418-5,Gambusia affinis,1978,8,3,JAR11297F,EO,07-14-2025,07-15-2025,40,33,985,KL,F,Arthropod,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7208,MSB 7208-3,Gambusia affinis,1989,11,4,JAR11518F,BP,07-14-2025,07-15-2025,32,25,345,GC,NA,Arthropod,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4418,MSB 4418-3,Gambusia affinis,1978,8,3,JAR11295F,BP,07-14-2025,07-15-2025,40,31,805,KL,F,NA,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lost after taking photos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7208,MSB 7208-1,Gambusia affinis,1989,11,4,JAR11510F,BP,07-14-2025,07-15-2025,36,26,645,KL,F,NA,"1980s+ only 30mm & up, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4389,MSB 4389-2,Gambusia affinis,1978,9,5,JAR11519F,JG,07-15-2025,07-15-2025,34,28,507,GC,F,Arthropod,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:315,MSB 315-1,Gambusia affinis,1949,6,28,JAR11522F,JG,07-15-2025,07-15-2025,38,31,711,BP,NA,Arthropod,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,,MSB 315-1,Gambusia affinis,JAR11522F,Unknown cyst,2,BP,BP,NA,Gill,70% etoh,P6L3K,7,MSB 315-1,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:315,MSB 315-2,Gambusia affinis,1949,6,28,JAR11524F,BP,07-15-2025,07-15-2025,38,30,666,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 315-2,Gambusia affinis,JAR11524F,Diplostomulum sp.,2,KL,KL,Metacercariae,Eye,70% etoh,P6KVE,7,MSB 315-2,TREM.DIPS.EYE,,Salsuginus,9,KL,KL,Adult,Gill,70% etoh,P6KVD,7,MSB 315-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7208,MSB 7208-2,Gambusia affinis,1989,11,4,JAR11515F,EO,07-14-2025,07-15-2025,38,31,650,JG,NA,Arthropod,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 7208-2,Gambusia affinis,JAR11515F,Lernaea sp.,1,JG,JG,Adult,Flush,70% etoh,P6KWB,7,MSB 7208-2,CRUS.LERSP.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4462,MSB 4462-3,Gambusia affinis,1978,6,14,JAR11538F,BP,07-15-2025,07-15-2025,27,20,195,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,,MSB 4462-3,Gambusia affinis,JAR11538F,Salsuginus sp.,3,KL,KL,Adult,Gill,70% etoh,P6KVB,7,MSB 4462-3,MONO.SALSP.GILL,,Unknown Cyst,7,KL,KL,NA,Gill,70% etoh,P6KVA,7,MSB 4462-3,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9465,MSB 9465-4,Gambusia affinis,1989,2,26,JAR11539F,EO,07-15-2025,07-15-2025,47,38,1063,KL,F,NA,1980s+ fish @ <35.1° must be > 35mm ,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 9465-4,Gambusia affinis,JAR11539F,Salsuginus sp.,8,KL,KL,Adult,Gill,70% etoh,P6KW6,7,MSB 9465-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9465,MSB 9465-1,Gambusia affinis,1989,2,26,JAR11536F,EO,07-15-2025,07-15-2025,38,31,553,KL,F,NA,1980s+ fish @ <35.1° must be > 35mm ,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 9465-1,Gambusia affinis,JAR11536F,Salsuginus sp.,17,KL,KL,Adult,Gill,70% etoh,P6KW5,7,MSB 9465-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:315,MSB 315-3,Gambusia affinis,1949,6,28,JAR11521F,JG,07-15-2025,07-15-2025,33,27,445,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 315-3,Gambusia affinis,JAR11521F,Diplostomulum sp.,5,KL,KL,Metacercariae,Eye,70% etoh,P6KV9,7,MSB 315-3,TREM.DIPS.EYE,,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6KV8,7,MSB 315-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:365,MSB 365-2,Gambusia affinis,1947,9,27,JAR11532F,BP,07-15-2025,07-15-2025,38,29,390,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 365-2,Gambusia affinis,JAR11532F,Diplostomulum sp.,4,KL,KL,Metacercariae,Eye,70% etoh,P6KVC,7,MSB 365-2,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4389,MSB 4389-4,Gambusia affinis,1978,9,5,JAR11514F,JG,07-15-2025,07-15-2025,40,33,716,GC,NA,NA,<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4389-4,Gambusia affinis,JAR11514F,Diplostomulum sp.,1,GC,GC,Metacercariae,Eye,70% etoh,P6KWC,7,MSB 4389-4,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4462,MSB 4462-2,Gambusia affinis,1978,6,14,JAR11540F,BP,07-15-2025,07-15-2025,36,27,517,EO,F,Arthropod,Cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,,MSB 4462-2,Gambusia affinis,JAR11540F,Unknown cyst,2,EO,EO,NA,Gill,70% etoh,P6L57,7,MSB 4462-2,CYST.UNK.GILL,,Salsuginus sp.,4,EO,EO,Adult,Gill,70% etoh,P6KWH,7,MSB 4462-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:365,MSB 365-4,Gambusia affinis,1947,9,27,JAR11523F,BP,07-15-2025,07-15-2025,38,30,356,KL,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 365-4,Gambusia affinis,JAR11523F,Nematoda,1,KL,KL,Larval,Intestine,70% etoh,P6KW9,7,MSB 365-4,NEMA.LARV.INTESTINE,,Salsuginus sp.,6,KL,KL,Adult,Gill,70% etoh,P6KW8,7,MSB 365-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:285,MSB 285-3,Gambusia affinis,1961,2,17,JAR11528F,EO,07-15-2025,07-15-2025,42,34,741,KL,F,"Arthropod, bivalves",<35.1° must be >35mm,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,0,0,0,,MSB 285-3,Gambusia affinis,JAR11528F,Monogenea,4,KL,KL,NA,Gill,70% etoh,P6KW4,7,MSB 285-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
