CatalogNumber,Individual_ID,Fish_Species,year_fish_collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,TREM.META.SKIN,CRUS.LERCYP.SKIN,CRUS.LERCYP.PELVICFIN,TREM.META.MUSCLE,TREM.DIPHUR.MUSCLE,BUCCAL_CAVITY,TREM.N.BODY_CAVITY,MONO.UNKN.PECTORALFIN,MONO.GYRSP.PELVICFIN,ANALFIN,CAUDALFIN,CRUS.FIN.DORSALFIN,MONO.GYRSP.DORSALFIN,GONAD,TREM.DIPHUR.LIVER,TREM.WHITE.LIVER,TREM.P.KIDNEY,TREM.NEASP.EYE,HEART,STOMACH,TREM.DIPHUR.CONNECTIVE_TISSUE,TREM.UNK.CONNECTIVETISSUE,TREM.P.CONNECTIVE_TISSUE,TREM.WHITE.CONN,TREM.ACET.CONNECTIVETISSUE,CEST.LARV.CONNECTIVE_TISSUE,TREM.UNCLEAR.CONN,TREM.CENT.INTESTINE,TREM.DIPHUR.INTESTINE,NEM.CAP.INTESTINE,NEM.CONT.INTESTINE,CEST.B.INTESTINE,TREM.BUC.INTESTINE,NEM.UNK.INTESTINE,NEM.LARV.INTESTINE,MYXO.MYXSP.GILL(NUMBER_OF_CLUSTERS),MYXO.M.GILL,MONO.DACSP.GILL,MONO.GYRSP.GILL,NEM.LARV.GALL BLADDER,UNK.GALL BLADDER,TREM.CENT.FLUSH,TREM.DIPHUR.FLUSH,TREM.P.FLUSH,TREM.UNK.FLUSH,Notes about missing parasites,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_Box_Number,P1_label:SMB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1_Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_Box_Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2_Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Box_Number,P3_Label:fishID,P3_label:Parasites_Code,P3_Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,Life Stage 4,Organ 4,How preserved 4,barcode 4,P4 Box number,Parasite label 4,Parasite label  4,P4 Notes,Parasite Species 5,Number of individuals 5,parasite collector 5,parasite identifier 5,Life Stage 5,Organ 5,How preserved 5,barcode 5,P5 Box number,Parasite label 5 fish ID,Parasite label  5,P5 Notes,Parasite Species 6,Number of individuals 6,parasite collector 6,parasite identifier 6,Life Stage 6,Organ 6,How preserved 6,barcode 6,P6 Box number,Parasite label 6 fish ID,Parasite label  6,P6 Notes,Parasite Species 7,Number of individuals 7,parasite collector 7,parasite identifier 7,Life Stage 7,Organ 7,How preserved 7,barcode 7,P7 Box number,Parasite label 7 fish ID,Parasite label  7,P7 Notes
MSB:Fish:4031,MSB 4031-1,Pimephales promelas,1977,9,30,JAR11705F,EO,07-29-2025,07-29-2025,39,31,531,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,MSB 4031-1,Pimephales promelas,JAR11705F,Diplostomatidae sp.,22,GC,GC,Metacercariae,Connective tissue,70% etoh,P6MAC,11,MSB 4031-1,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:613,MSB 613-4,Pimephales promelas,1938,10,19,JAR11678F,BP,07-28-2025,07-29-2025,59,48,1838,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,MSB 613-4,Pimephales promelas,JAR11678F,Diplostomulum sp.,1,JG,JG,Metacercariae,Connective tissue,70% etoh,P6MAD,11,MSB 613-4,TREM.DIPS.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:658,MSB 658-2,Pimephales promelas,1939,1,30,JAR11684F,EO,07-28-2025,07-29-2025,43,34,582,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:705,MSB 705-4,Pimephales promelas,1949,10,21,JAR11688F,BP,07-24-2025,07-29-2025,36,30,391,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:658,MSB 658-5,Pimephales promelas,1939,1,30,JAR11702F,EO,07-28-2025,07-29-2025,39,30,427,CLW,NA,NA,Red and blue fibers. None of the weird structures from the gall bladder in the last fish of this batch.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:658,MSB 658-3,Pimephales promelas,1939,1,30,JAR11687F,BP,07-28-2025,07-29-2025,30,22,213,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:622,MSB 622-5,Pimephales promelas,1939,2,26,JAR11726F,EO,07-29-2025,07-29-2025,50,40,1172,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,MSB 622-5,Pimephales promelas,JAR11726F,Diplostomatidae sp.,3,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MB7,11,MSB 622-5,TREM.DIPHUR.CONNECTIVETISSUE,,Centrovarium sp.,1,EO,EO,Metacercariae,Flush,70% etoh,P6MB8,11,MSB 622-5,TREM.CENT.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:613,MSB 613-2,Pimephales promelas,1938,10,19,JAR11683F,BP,07-28-2025,07-29-2025,72,57,3631,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:658,MSB 658-4,Pimephales promelas,1939,1,30,JAR11701F,EO,07-28-2025,07-29-2025,43,34,654,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 658-4,Pimephales promelas,JAR11701F,Diplostomatidae sp.,6,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MB9,11,MSB 658-4,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4031,MSB 4031-2,Pimephales promelas,1977,9,30,JAR11706F,EO,07-29-2025,07-29-2025,42,34,617,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,MSB 4031-2,Pimephales promelas,JAR11706F,Myxobolus sp.,1,GC,GC,Myxo spore,Gill,70% etoh,P6MAE,11,MSB 4031-2,PROT.MYXSP.GILL,,Diplostomatidae sp.,7,GC,GC,Metacercariae,Connective tissue,70% etoh,P6M9K,11,MSB 4031-2,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:622,MSB 622-3,Pimephales promelas,1939,2,26,JAR11729F,EO,07-29-2025,07-29-2025,76,60,4034,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 622-3,Pimephales promelas,JAR11729F,Diplostomatidae sp.,1,JG,JG,Metacercariae,Connective tissue,70% etoh,P6MAG,11,MSB 622-3,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:622,MSB 622-1,Pimephales promelas,1939,2,26,JAR11732F,EO,07-29-2025,07-29-2025,70,56,3074,CLW,NA,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 622-1,Pimephales promelas,JAR11732F,Unknown Trem. Metacercariae,1,CLW,CLW,Metacercariae,Skin,70% etoh,P6M9J,11,MSB 622-1,TREM.META.SKIN,"Dark, melanized cyst on fish skin, very degraded worm within",Diplostomatidae sp.,10,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6MAF,11,MSB 622-1,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:622,MSB 622-4,Pimephales promelas,1939,2,26,JAR11731F,BP,07-29-2025,07-29-2025,73,58,4940,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 622-4,Pimephales promelas,JAR11731F,Gyrodactylus sp.,1,BP,BP,Adult,Gill,70% etoh,P6MDK,11,MSB 622-4,MONO.GYRSP.GILL,,Contracaecum sp.,1,BP,BP,Adult,Intenstine,70% etoh,P6MDL,11,MSB 622-4,NEM.CONT.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4031,MSB 4031-3,Pimephales promelas,1977,9,30,JAR11704F,BP,07-29-2025,07-29-2025,46,37,987,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,,MSB 4031-3,Pimephales promelas,JAR11704F,Dactylogyrus sp.,1,BP,BP,Adult,Gill,70% etoh,P6MDM,11,MSB 4031-3,MONO.DACSP.GILL,,Diplostomatidae sp.,12,BP,BP,Metacercariae,Connective tissue/Flush,70% etoh,P6MDN,11,MSB 4031-3,TREM.DIPHUR.CONNECTIVETISSUE/FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:8998,MSB 8998-4,Pimephales promelas,1990,10,28,JAR11709F,BP,07-29-2025,07-29-2025,54,43,1719,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:622,MSB 622-2,Pimephales promelas,1939,2,26,JAR11734F,BP,07-29-2025,07-29-2025,75,59,4394,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 622-2,Pimephales promelas,JAR11734F,Diplostomatidae sp.,8,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6M9N,11,MSB 622-2,TREM.DIPHUR.CONNECTIVE TISSUE,,Gyrodactylus sp.,1,CLW,CLW,Metacercariae,Gill,70% etoh,P6M9O,11,MSB 622-2,MONO.GYRSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:8998,MSB 8998-1,Pimephales promelas,1990,10,28,JAR11712F,EO,07-29-2025,07-29-2025,47,38,1015,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,MSB 8998-1,Pimephales promelas,JAR11712F,Myxobolus sp.,3,EO,EO,Myxo spore,Gill,70% etoh,P6MBC,11,MSB 8998-1,MYXO.MYXSP.GILL,,Dactylogyrus sp.,1,EO ,EO,Adult,Gill,70% etoh,P6MBB,11,MSB 8998-1,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1069,MSB 1069-1,Pimephales promelas,1963,2,22,JAR11714F,JG,07-29-2025,07-29-2025,48,38,1020,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1069-1,Pimephales promelas,JAR11714F,Diplostomatidae sp.,1,GC,GC,Metacercariae,Connective tissue,70% etoh,P6M9P,11,MSB 1069-1,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:8998,MSB 8998-5,Pimephales promelas,1990,10,28,JAR11708F,BP,07-29-2025,07-29-2025,57,45,2182,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,MSB 8998-5,Pimephales promelas,JAR11708F,Dactylogyrus sp.,1,GC,GC,Adult,Gill,70% etoh,P6M9M,11,MSB 8998-5,MONO.DACSP.GILL,,Diplostomatidae sp.,2,GC,GC,Metacercariae,Connective tissue,70% etoh,P6MAI,11,MSB 8998-5,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4031,MSB 4031-5,Pimephales promelas,1977,9,30,JAR11707F,BP,07-29-2025,07-29-2025,40,31,494,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4031-5,Pimephales promelas,JAR4031-5,Diplostomatidae sp.,3,JG,JG,Metacercariae,Connective tissue,70% etoh,P6MAH,11,MSB 4031-5,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4031,MSB 4031-4,Pimephales promelas,1977,9,30,JAR11703F,EO,07-29-2025,07-29-2025,40,32,550,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,MSB 4031-4,Pimephales promelas,JAR4031-4,Diplostomatidae sp.,6,GC,GC,Metacercariae,Connective tissue,70% etoh,P6M9L,11,MSB 4031-4,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:8998,MSB 8998-3,Pimephales promelas,1990,10,28,JAR11710F,EO,07-29-2025,07-29-2025,55,44,1916,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1069,MSB 1069-5,Pimephales promelas,1963,2,22,JAR11716F,EO,07-29-2025,07-29-2025,39,31,448,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBS:Fish:1069,MSB 1069-4,Pimephales promelas,1963,2,22,JAR11717F,EO,07-29-2025,07-29-2025,37,29,428,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,MSB 1069-4,Pimephales promelas,JAR11717F,Myxozoan sp,1,BP,BP,Myxo spore,Gill,70% etoh,P6MDO,11,MSB 1069-4,MYXO.M.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:613,MSB 613-3,Pimephales promelas,1938,10,19,JAR11686F,EO,07-28-2025,07-29-2025,62,49,1963,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 613-2,Pimephales promelas ,JAR11686F,Diplostomatidae sp.,8,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MBD,11,MSB 613-3,TREM.DIPHUR.CONNECTIVETISSUE,,Digenea,1,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MBE,11,MSB 613-3,TREM.P.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4101,MSB 4101-1,Pimephales promelas,1977,5,12,JAR11747F,EO,07-31-2025,07-31-2025,51,43,1591,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43375,MSB 43375-1,Pimephales promelas,1999,8,25,JAR11735F,JG,07-31-2025,07-31-2025,51,40,1203,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:613,MSB 613-1,Pimephales promelas,1938,10,19,JAR1180F,EO,07-28-2025,07-31-2025,63,52,2583,CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1069,MSB 1069-2,Pimephales promelas,1963,2,22,JAR11713F,EO,07-29-2025,07-31-2025,42,34,611,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7832,MSB 7832-4,Pimephales promelas,1990,4,18,JAR11718F,EO,07-31-2025,07-31-2025,39,31,635,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 7832-4,Pimephales promelas,JAR11718F,Gyrodactylus sp.,1,BP,BP,Adult,Dorsal fin,70% etoh,P6MDP,11,MSB 7832-4,MONO.GYROSP.DORSALFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4075,MSB 4075-5,Pimephales promelas,1977,6,9,JAR11748F,EO,07-31-2025,07-31-2025,47,39,1239,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,NA,NA,0,0,0,0,One lost,MSB 4075-5,Pimephales promelas,JAR11748F,Dactylogyrus sp.,2,JG,JG,Adult,Gill,70% etoh,P6MAO,11,MSB 4075-5,MONO.DACSP.GILL,,Centrovarium,1,JG,JG,Metacercariae,Intestine,70% etoh,P6MAP,11,MSB 5075-5,TREM.CENT.INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43375,MSB 43375-4,Pimephales promelas,1999,8,25,JAR11727F,EO,07-31-2025,07-31-2025,47,37,879,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,MSB 43375-4,Pimephales promelas,JAR11727F,Myxobolus sp.,1,GC,GC,Myxo spore,Gill,70% etoh,P6M9S,11,MSB 43375-4,MYXO.MYXSP.GILL,,Nematoda,1,GC,GC,Metacercariae,Liver,70% etoh,P6M9T,11,MSB 43375-4,TREM.WHITE.LIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1069,MSB 1069-3,Pimephales promelas,1963,2,22,JAR11715F,JG,07-29-2025,07-31-2025,37,30,456,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,MSB 1069-3,Pimephales promelas,JAR11715F,Diplostomatidae sp.,2,JG,JG,Metacercariae,Connective tissue,70% etoh,P6M9R,11,MSB 1069-3,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4101,MSB 4101-5,Pimephales promelas,1977,5,12,JAR11739F,EO,07-31-2025,07-31-2025,42,43,757,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,,MSB 4101-5,Pimephales promelas,JAR11739F,Myxobolus sp.,19,GC,GC,Myxo spore,Gill,70% etoh,P6MAL,11,MSB 4101-5,MYXO.MYXSP.GILL,,Diplostomatidae sp.,1,GC,GC,Metacercariae,Connective tissue,70% etoh,P6MAN,11,MSB 4101-5,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:613,MSB 613-5,Pimephales promelas,1938,10,19,JAR11677F,EO,07-28-2025,07-31-2025,50,42,1308,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 613-5,Pimephales promelas,JAR11677F,Trematoda sp.,1,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6MAJ,11,MSB 613-5,TREM.P.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43375,MSB 43375-2,Pimephales promelas,1999,8,25,JAR11733F,EO,07-31-2025,07-31-2025,45,36,861,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,7,0,0,,MSB 43375-2,Pimephales promelas,JAR11733F,Diplostomatidae sp.,7,EO,EO,Metacercariae,Flush,70% etoh,P6MBF,11,MSB 43375-2,TREM.DIPHUR.FLUSH,,Digenea sp.,6,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MBG,11,MSB 43375-2,TREM.P.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7835,MSB 7835-5,Pimephales promelas,1990,4,18,JAR11728F,JG,07-31-2025,07-31-2025,37,30,583,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
