"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","crus.d","crus.lersp","mono.gyrof","mono.salsp","mono.ss","trem.dips","trem.iz","trem.unk","nem.larv","nem.l","nem.myst","acanth.spk","cest.botsp","myxo.myxid","myxo.g"
"347","MSB:Fish:68470",1984,8,15,"MSB 68470-1","JAR11604F","BP","KL","07-18-2025","F",41,31,874,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,10,0,0,0,0,0,0,0,0,0,NA,0
"348","MSB:Fish:68470",1984,8,15,"MSB 68470-5","JAR11601F","BP","EO","07-18-2025","F",37,29,554,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"349","MSB:Fish:68470",1984,8,15,"MSB 68470-2","JAR11605F","JG","GC","07-18-2025","F",37,30,568,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"350","MSB:Fish:68470",1984,8,15,"MSB 68470-4","JAR11611F","JG","JG","07-18-2025",NA,35,30,521,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,12,0,2,0,0,0,0,0,0,0,"0",0
"351","MSB:Fish:68483",1984,8,15,"MSB 68483-5","JAR11593F","JG","EO","07-18-2025","F",39,32,596,"impact","impact_1981-1990",35.069907,-106.658878,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"352","MSB:Fish:68483",1984,8,15,"MSB 68483-1","JAR11594F","JG","JG","07-18-2025","F",36,29,526,"impact","impact_1981-1990",35.069907,-106.658878,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"353","MSB:Fish:68483",1984,8,15,"MSB 68483-4","JAR11599","JG","GC","07-18-2025","F",37,30,507,"impact","impact_1981-1990",35.069907,-106.658878,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0
"354","MSB:Fish:68483",1984,8,15,"MSB 68483-3","JAR11602F","BP","BP","07-18-2025","F",36,29,500,"impact","impact_1981-1990",35.069907,-106.658878,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"355","MSB:Fish:68483",1984,8,15,"MSB 68483-2","JAR11596F","JG","KL","07-18-2025","F",35,29,498,"impact","impact_1981-1990",35.069907,-106.658878,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"356","MSB:Fish:68508",1984,8,15,"MSB 68508-2","JAR11591F","JG","JG","07-21-2025","F",34,27,416,"control","control_1981-1990",35.225523,-106.597651,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"357","MSB:Fish:68508",1984,8,15,"MSB 68508-4","JAR11588F","JG","GC","07-21-2025","F",35,28,587,"control","control_1981-1990",35.225523,-106.597651,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"358","MSB:Fish:68508",1984,8,15,"MSB 68508-5","JAR11587F","BP","JG","07-21-2025","F",33,25,397,"control","control_1981-1990",35.225523,-106.597651,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"359","MSB:Fish:68508",1984,8,15,"MSB 68508-3","JAR11585F","BP","EO","07-21-2025","F",37,28,556,"control","control_1981-1990",35.225523,-106.597651,0,0,0,2,0,0,0,0,0,0,1,0,0,"0",0
"360","MSB:Fish:68508",1984,8,15,"MSB 68508-1","JAR11590F","BP","GC","07-21-2025","F",36,27,487,"control","control_1981-1990",35.225523,-106.597651,0,0,0,2,0,0,0,0,0,0,1,0,0,"0",0
"361","MSB:Fish:68521",1984,8,16,"MSB 68521-5","JAR11597F","BP","JG","07-18-2025","F",32,25,429,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,2,0,0,0,0,0,0,0,0,"0",0
"362","MSB:Fish:68521",1984,8,16,"MSB 68521-4","JAR11598F","BP","KL","07-18-2025","F",31,24,369,"control","control_1981-1990",35.211416,-106.612833,0,0,0,2,0,0,0,0,0,0,2,0,0,NA,0
"363","MSB:Fish:68521",1984,8,16,"MSB 68521-1","JAR11600F","JG","KL","07-18-2025","F",39,31,597,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"364","MSB:Fish:68521",1984,8,16,"MSB 68521-3","JAR11595F","JG","BP","07-18-2025","F",39,31,719,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"365","MSB:Fish:68521",1984,8,16,"MSB 68521-2","JAR11603F","BP","BP","07-18-2025","F",36,27,661,"control","control_1981-1990",35.211416,-106.612833,0,0,0,2,0,0,0,0,0,0,0,0,0,"1",0
"366","MSB:Fish:7208",1989,11,4,"MSB 7208-3","JAR11518F","BP","GC","07-14-2025",NA,32,25,345,"impact","impact_1981-1990",35.205042,-106.609081,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"367","MSB:Fish:7208",1989,11,4,"MSB 7208-2","JAR11515F","EO","JG","07-14-2025",NA,38,31,650,"impact","impact_1981-1990",35.205042,-106.609081,0,1,0,0,0,0,0,0,0,0,0,0,0,"0",0
"368","MSB:Fish:7208",1989,11,4,"MSB 7208-5","JAR11509F","BP","GC","07-14-2025","F",34,25,381,"impact","impact_1981-1990",35.205042,-106.609081,0,0,0,0,0,0,0,0,0,0,0,0,3,"0",0
"369","MSB:Fish:7208",1989,11,4,"MSB 7208-1","JAR11510F","BP","KL","07-14-2025","F",36,26,645,"impact","impact_1981-1990",35.205042,-106.609081,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"370","MSB:Fish:7208",1989,11,4,"MSB 7208-4","JAR11512F","EO","GC","07-14-2025","F",37,29,482,"impact","impact_1981-1990",35.205042,-106.609081,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"371","MSB:Fish:7239",1989,11,12,"MSB 7230-1","JAR11606F","JG","GC","07-21-2025","F",30,23,279,"impact","impact_1981-1990",34.994298,-106.678945,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"372","MSB:Fish:7239",1989,11,12,"MSB 7239-4","JAR11615F","BP","EO","07-21-2025","F",29,22,268,"impact","impact_1981-1990",34.994298,-106.678945,0,0,0,0,6,0,0,0,0,0,0,0,0,"0",2
"373","MSB:Fish:7239",1989,11,12,"MSB 7239-2","JAR11612F","BP","JG","07-21-2025",NA,36,27,500,"impact","impact_1981-1990",34.994298,-106.678945,0,0,0,0,0,0,0,0,0,0,0,0,9,"0",0
"374","MSB:Fish:7239",1989,11,12,"MSB 7239-3","JAR11609F","JG","GC","07-21-2025",NA,27,22,204,"impact","impact_1981-1990",34.994298,-106.678945,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"375","MSB:Fish:7239",1989,11,12,"MSB 7239-5","JAR11614F","JG","EO","07-21-2025","F",30,24,281,"impact","impact_1981-1990",34.994298,-106.678945,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"376","MSB:Fish:73719",2002,9,16,"MSB 73719-4","JAR11050F","KL","KL","07-28-2025","F",38,31,612,"control","control_2001-2010",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"377","MSB:Fish:73719",2002,9,16,"MSB 73719-5","JAR11051F","KL","KL","07-28-2025",NA,36,29,495,"control","control_2001-2010",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"378","MSB:Fish:73719",2002,9,16,"MSB 73719-3","JAR11049F","KL","KL","07-28-2025","F",40,32,748,"control","control_2001-2010",35.322164,-106.557448,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,0
"379","MSB:Fish:73719",2002,9,16,"MSB 73719-2","JAR11048F","KL","KL","07-28-2025","F",41,34,824,"control","control_2001-2010",35.322164,-106.557448,0,1,0,2,0,0,0,0,0,0,0,0,0,NA,0
"380","MSB:Fish:73719",2002,9,16,"MSB 73719-1","JAR11047F","KL","KL","07-28-2025",NA,37,30,488,"control","control_2001-2010",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"381","MSB:Fish:7971",1990,10,22,"MSB 7971-2","JAR8910F","BP","EO","07-09-2025","F",29,24,264,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0
"382","MSB:Fish:7971",1990,10,22,"MSB 7971-1","JAR8912F","EO","KL","07-09-2025","F",38,30,560,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,4,0,0,0,0,0,0,0,0,"0",0
"383","MSB:Fish:7971",1990,10,22,"MSB 7971-3","JAR8908F","EO","BP","07-09-2025","F",33,25,370,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0
"384","MSB:Fish:7971",1990,10,22,"MSB 7971-5","JAR8916F","EO","BP","07-09-2025","F",28,21,207,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0
"385","MSB:Fish:7971",1990,10,22,"MSB 7971-4","JAR8914F","BP","GC","07-09-2025",NA,26,21,155,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"386","MSB:Fish:9004",1998,10,28,"MSB 9004-5","JAR11300F","JG","BP","07-14-2025","F",34,28,428,"impact","impact_1981-1990",35.196977,-106.642444,0,0,0,2,0,4,0,0,0,0,0,0,0,"0",0
"387","MSB:Fish:9004",1990,10,28,"MSB 9004-1","JAR11303F","BP","BP","07-14-2025",NA,33,27,388,"impact","impact_1981-1990",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"388","MSB:Fish:9004",1990,10,28,"MSB 9004-4","JAR11301F","JG","GC","07-14-2025",NA,34,28,405,"impact","impact_1981-1990",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"389","MSB:Fish:9004",1990,10,28,"MSB 9004-2","JAR11306F","JG","KL","07-14-2025",NA,32,25,351,"impact","impact_1981-1990",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"390","MSB:Fish:9004",1990,10,28,"MSB 9004-3","JAR11309F","JG","KL","07-14-2025","F",40,32,595,"impact","impact_1981-1990",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"391","MSB:Fish:9011",1990,10,28,"MSB 9011-1","JAR11099F","JG","GC","07-16-2025",NA,36,30,481,"control","control_1981-1990",35.28086111,-106.5988056,0,0,0,2,0,0,0,0,0,0,0,0,0,"1",0
"392","MSB:Fish:9011",1990,10,28,"MSB 9011-3","JAR11104F","JG","JG","07-16-2025",NA,35,27,423,"control","control_1981-1990",35.28086111,-106.5988056,0,0,0,0,0,2,0,0,0,0,0,0,0,"0",0
"393","MSB:Fish:9011",1990,10,28,"MSB 9011-5","JAR11101F","JG","KL","07-16-2025",NA,30,24,291,"control","control_1981-1990",35.28086111,-106.5988056,0,0,0,0,2,0,0,0,0,0,0,0,0,"0",0
"394","MSB:Fish:9011",1990,10,28,"MSB 9011-4","JAR11096F","BP","GC","07-16-2025","F",32,23,324,"control","control_1981-1990",35.28086111,-106.5988056,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0
"395","MSB:Fish:9011",1990,10,28,"MSB 9011-2","JAR11102F","JG","GC","07-16-2025",NA,36,31,550,"control","control_1981-1990",35.28086111,-106.5988056,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"396","MSB:Fish:9465",1989,2,26,"MSB 9465-1","JAR11536F","EO","KL","07-15-2025","F",38,31,553,"impact","impact_1981-1990",34.917008,-106.675195,0,0,0,34,0,0,0,0,0,0,0,0,0,"0",0
"397","MSB:Fish:9465",1989,2,26,"MSB 9465-4","JAR11539F","EO","KL","07-15-2025","F",47,38,1063,"impact","impact_1981-1990",34.917008,-106.675195,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"398","MSB:Fish:9465",1989,2,26,"MSB 9465-3","JAR11542F","BP","GC","07-15-2025",NA,39,30,565,"impact","impact_1981-1990",34.917008,-106.675195,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0
"399","MSB:Fish:9465",1989,2,26,"MSB 9465-5","JAR11533F","BP","JG","07-15-2025",NA,39,30,778,"impact","impact_1981-1990",34.917008,-106.675195,0,0,0,6,0,3,0,0,0,0,0,1,0,NA,0
"400","MSB:Fish:9465",1989,2,26,"MSB 9465-2","JAR11537F","EO","GC","07-15-2025","F",47,38,1184,"impact","impact_1981-1990",34.917008,-106.675195,0,0,0,4,0,10,0,0,0,0,0,0,1,"0",0
